gene_name,gene_id_x,transcript_id,exon_coverage,CDS_coverage,start,end,nucleotide_count,variant_count
ERCC6L,ENSG00000186871,ENST00000334463,25,52,71424510,71458897,34388,0
POLR1B,ENSG00000125630,ENST00000263331,58,64,113299492,113333876,34385,0
SCN4A,ENSG00000007314,ENST00000435607,56,60,62015914,62050278,34365,0
ZNF496,ENSG00000162714,ENST00000294753,41,60,247460714,247495045,34332,0
SLC24A1,ENSG00000074621,ENST00000261892,52,60,65914270,65948598,34329,0
MAP9,ENSG00000164114,ENST00000311277,22,45,156263810,156298122,34313,0
INIP,ENSG00000148153,ENST00000374242,32,58,115446206,115480516,34311,0
ILDR1,ENSG00000145103,ENST00000344209,65,70,121706756,121741051,34296,0
RRN3,ENSG00000085721,ENST00000198767,44,46,15153879,15188174,34296,0
LRRD1,ENSG00000240720,ENST00000458448,20,22,91774156,91808447,34292,0
PEX13,ENSG00000162928,ENST00000295030,33,45,61244857,61279125,34269,0
TGM5,ENSG00000104055,ENST00000220420,78,88,43524793,43559055,34263,0
D2HGDH,ENSG00000180902,ENST00000321264,49,64,242673994,242708226,34233,0
TMBIM4,ENSG00000155957,ENST00000358230,31,35,66529626,66563852,34227,0
RAB43,ENSG00000172780,ENST00000315150,29,39,128806412,128840633,34222,0
TXNDC8,ENSG00000204193,ENST00000374510,48,48,113065869,113100088,34220,0
TMEM242,ENSG00000215712,ENST00000400788,34,64,157710418,157744633,34216,0
VSIG1,ENSG00000101842,ENST00000415430,45,52,107288200,107322414,34215,0
APIP,ENSG00000149089,ENST00000395787,43,50,34903842,34938046,34205,0
VIL1,ENSG00000127831,ENST00000248444,59,65,219283815,219318018,34204,0
EED,ENSG00000074266,ENST00000263360,42,47,85955586,85989778,34193,0
TMEM39A,ENSG00000176142,ENST00000319172,42,55,119148347,119182529,34183,0
MSANTD2,ENSG00000120458,ENST00000239614,41,50,124636394,124670569,34176,0
ATOH8,ENSG00000168874,ENST00000306279,25,52,85981017,86015189,34173,0
DET1,ENSG00000140543,ENST00000564406,34,53,89055714,89089884,34171,0
DNTT,ENSG00000107447,ENST00000371174,61,68,98064153,98098321,34169,0
FAH,ENSG00000103876,ENST00000407106,75,89,80445122,80479288,34167,0
NECAB2,ENSG00000103154,ENST00000305202,57,67,84002237,84036381,34145,0
MLF1,ENSG00000178053,ENST00000392822,38,41,158289049,158323190,34142,0
CRTAM,ENSG00000109943,ENST00000227348,41,49,122709208,122743347,34140,0
NUP88,ENSG00000108559,ENST00000573584,53,56,5289346,5323480,34135,0
WDR75,ENSG00000115368,ENST00000314761,53,54,190306159,190340291,34133,0
KIF23,ENSG00000137807,ENST00000260363,51,52,69706688,69740756,34069,0
CHDH,ENSG00000016391,ENST00000315251,26,51,53846362,53880417,34056,0
DARS2,ENSG00000117593,ENST00000361951,62,73,173793641,173827684,34044,0
FZD6,ENSG00000164930,ENST00000358755,55,79,104311059,104345087,34029,0
NT5C1B-RDH14,ENSG00000250741,ENST00000532967,55,61,18736811,18770828,34018,0
SLC16A14,ENSG00000163053,ENST00000295190,29,54,230899698,230933715,34018,0
ARL6,ENSG00000113966,ENST00000463745,44,62,97483372,97517373,34002,0
CLCC1,ENSG00000121940,ENST00000369971,44,50,109472130,109506111,33982,0
WDR45B,ENSG00000141580,ENST00000392325,71,77,80572438,80606411,33974,0
MGEA5,ENSG00000198408,ENST00000361464,54,59,103544209,103578175,33967,0
URB2,ENSG00000135763,ENST00000258243,51,62,229761981,229795946,33966,0
NCAPG,ENSG00000109805,ENST00000251496,44,46,17812525,17846485,33961,0
SEMA3F,ENSG00000001617,ENST00000002829,62,68,50192562,50226508,33947,0
ZSCAN18,ENSG00000121413,ENST00000600404,37,48,58595849,58629793,33945,0
MFSD4,ENSG00000174514,ENST00000367147,56,64,205538105,205572046,33942,0
KPNA7,ENSG00000185467,ENST00000327442,32,34,98771197,98805129,33933,0
ZNF787,ENSG00000142409,ENST00000270459,9,24,56598732,56632649,33918,0
DDB1,ENSG00000167986,ENST00000301764,60,69,61066923,61100838,33916,0
DCUN1D2,ENSG00000150401,ENST00000478244,40,56,114111362,114145267,33906,0
CCDC113,ENSG00000103021,ENST00000219299,45,58,58283840,58317740,33901,0
GPAM,ENSG00000119927,ENST00000348367,65,78,113909624,113943521,33898,0
FRZB,ENSG00000162998,ENST00000295113,47,62,183698002,183731890,33889,0
IL18RAP,ENSG00000115607,ENST00000264260,39,62,103035149,103069025,33877,0
NUP54,ENSG00000138750,ENST00000264883,44,45,77035817,77069668,33852,0
SCRN3,ENSG00000144306,ENST00000272732,39,51,175260473,175294303,33831,0
GIN1,ENSG00000145723,ENST00000399004,38,49,102422037,102455855,33819,0
PDLIM3,ENSG00000154553,ENST00000284770,59,65,186422851,186456662,33812,0
NUF2,ENSG00000143228,ENST00000271452,42,49,163291744,163325554,33811,0
MAP2K2,ENSG00000126934,ENST00000262948,46,56,4090319,4124126,33808,0
DPT,ENSG00000143196,ENST00000367817,52,65,168664697,168698502,33806,0
KIAA0040,ENSG00000235750,ENST00000545251,1,37,175128089,175161890,33802,0
LMAN2L,ENSG00000114988,ENST00000377079,60,62,97372077,97405801,33725,0
NDUFAF6,ENSG00000156170,ENST00000396124,60,62,96037214,96070938,33725,0
GOT1,ENSG00000120053,ENST00000370508,64,70,101156627,101190350,33724,0
SIRT1,ENSG00000096717,ENST00000212015,43,51,69644427,69678147,33721,0
LMO2,ENSG00000135363,ENST00000257818,22,41,33880122,33913836,33715,0
SH2B2,ENSG00000160999,ENST00000536178,36,36,101928405,101962097,33693,0
CLCA4,ENSG00000016602,ENST00000370563,48,56,87012761,87046437,33677,0
CHAF1B,ENSG00000159259,ENST00000314103,47,60,37757676,37791313,33638,0
XPC,ENSG00000154767,ENST00000285021,45,50,14186647,14220283,33637,0
QRICH2,ENSG00000129646,ENST00000262765,63,65,74270130,74303761,33632,0
PPP1R7,ENSG00000115685,ENST00000234038,54,58,242089437,242123067,33631,0
DSC1,ENSG00000134765,ENST00000257198,48,57,28709199,28742819,33621,0
FUNDC2,ENSG00000165775,ENST00000369498,38,44,154254960,154288578,33619,0
SMG5,ENSG00000198952,ENST00000361813,59,65,156219015,156252616,33602,0
LONRF1,ENSG00000154359,ENST00000398246,48,55,12579403,12612999,33597,0
FAM98B,ENSG00000171262,ENST00000397609,33,40,38746328,38779911,33584,0
HSPA14,ENSG00000187522,ENST00000378372,41,48,14880163,14913740,33578,0
TTC9,ENSG00000133985,ENST00000256367,23,43,71108504,71142077,33574,0
EPHX4,ENSG00000172031,ENST00000370383,44,51,92495539,92529093,33555,0
SRP68,ENSG00000167881,ENST00000307877,57,64,74035184,74068734,33551,0
AKAP3,ENSG00000111254,ENST00000545990,22,63,4724674,4758213,33540,0
CYP27A1,ENSG00000135929,ENST00000258415,75,83,219646479,219680016,33538,0
KLHL26,ENSG00000167487,ENST00000300976,36,33,18747775,18781309,33535,0
GTF2H2C,ENSG00000183474,ENST00000510979,13,14,68856069,68889594,33526,0
TYW3,ENSG00000162623,ENST00000370867,37,52,75198840,75232358,33519,0
HBP1,ENSG00000105856,ENST00000222574,47,58,106809460,106842974,33515,0
ACAD9,ENSG00000177646,ENST00000308982,78,79,128598454,128631957,33504,0
TSTD2,ENSG00000136925,ENST00000341170,51,59,100362365,100395857,33493,0
ECD,ENSG00000122882,ENST00000430082,51,54,74894341,74927822,33482,0
NDUFAF5,ENSG00000101247,ENST00000378106,63,69,13765596,13799067,33472,0
RAB23,ENSG00000112210,ENST00000317483,46,68,57053607,57087078,33472,0
UFL1,ENSG00000014123,ENST00000369278,42,47,96969684,97003152,33469,0
RABEPK,ENSG00000136933,ENST00000373538,53,60,127962882,127996334,33453,0
CYBB,ENSG00000165168,ENST00000378588,64,69,37639264,37672714,33451,0
TUBD1,ENSG00000108423,ENST00000325752,46,57,57936851,57970296,33446,0
HMGN3,ENSG00000118418,ENST00000344726,42,58,79910962,79944406,33445,0
ZNF326,ENSG00000162664,ENST00000340281,46,50,90460674,90494097,33424,0
HSF2,ENSG00000025156,ENST00000368455,50,55,122720691,122754111,33421,0
TBX19,ENSG00000143178,ENST00000367821,68,83,168250278,168283664,33387,0
DNAI2,ENSG00000171595,ENST00000446837,77,83,72277651,72311022,33372,0
SLC33A1,ENSG00000169359,ENST00000392845,60,69,155538813,155572167,33355,0
KCNH2,ENSG00000055118,ENST00000262186,55,61,150642049,150675403,33355,0
POLB,ENSG00000070501,ENST00000265421,47,51,42195973,42229326,33354,0
WBSCR16,ENSG00000174374,ENST00000329959,20,21,74456291,74489629,33339,0
OAS2,ENSG00000111335,ENST00000342315,57,63,113416200,113449528,33329,0
ILKAP,ENSG00000132323,ENST00000254654,46,53,239079042,239112370,33329,0
OSTM1,ENSG00000081087,ENST00000193322,40,58,108362613,108395941,33329,0
RIPK2,ENSG00000104312,ENST00000220751,39,45,90769975,90803291,33317,0
PRCC,ENSG00000143294,ENST00000271526,50,63,156737292,156770607,33316,0
DBF4,ENSG00000006634,ENST00000265728,45,49,87505544,87538856,33313,0
SLC25A14,ENSG00000102078,ENST00000218197,44,49,129474026,129507335,33310,0
ACRC,ENSG00000147174,ENST00000373695,33,37,70800135,70833432,33298,0
ITGA3,ENSG00000005884,ENST00000007722,60,61,48133804,48167093,33290,0
TCF7,ENSG00000081059,ENST00000342854,48,55,133450402,133483688,33287,0
AZI1,ENSG00000141577,ENST00000450824,45,48,79163448,79196730,33283,0
CSDE1,ENSG00000009307,ENST00000438362,55,60,115259537,115292811,33275,0
VPS4B,ENSG00000119541,ENST00000238497,43,45,61056423,61089696,33274,0
DIRAS2,ENSG00000165023,ENST00000375765,7,89,93372114,93405386,33273,0
RABL6,ENSG00000196642,ENST00000371663,47,54,139702374,139735639,33266,0
NTPCR,ENSG00000135778,ENST00000366628,42,49,233086370,233119628,33259,0
IST1,ENSG00000182149,ENST00000535424,48,59,71928622,71961876,33255,0
FBXL18,ENSG00000155034,ENST00000382368,39,50,5520189,5553429,33241,0
VDAC1,ENSG00000213585,ENST00000265333,45,56,133307606,133340824,33219,0
ZBTB43,ENSG00000169155,ENST00000373464,16,75,129567294,129600489,33196,0
SEC31B,ENSG00000075826,ENST00000370345,58,63,102246399,102279591,33193,0
ZUFSP,ENSG00000153975,ENST00000368576,37,47,116956781,116989957,33177,0
AC009403.2,ENSG00000216895,ENST00000401694,18,33,155403925,155437095,33171,0
ZC3HC1,ENSG00000091732,ENST00000358303,45,50,129658126,129691291,33166,0
CAT,ENSG00000121691,ENST00000241052,69,83,34460472,34493609,33138,0
ESPNL,ENSG00000144488,ENST00000343063,27,33,239008798,239041928,33131,0
ZNF727,ENSG00000257482,ENST00000550760,29,37,63505821,63538927,33107,0
MAEL,ENSG00000143194,ENST00000367872,45,52,166958346,166991451,33106,0
CD48,ENSG00000117091,ENST00000368046,26,71,160648536,160681641,33106,0
TLR6,ENSG00000174130,ENST00000436693,38,74,38825336,38858437,33102,0
LHX8,ENSG00000162624,ENST00000294638,44,72,75594119,75627218,33100,0
USP39,ENSG00000168883,ENST00000323701,57,61,85843309,85876400,33092,0
GATA6,ENSG00000141448,ENST00000269216,42,63,19749404,19782491,33088,0
AXIN2,ENSG00000168646,ENST00000307078,63,79,63524681,63557765,33085,0
CD163,ENSG00000177575,ENST00000359156,58,67,7623409,7656489,33081,0
FAM45A,ENSG00000119979,ENST00000361432,49,57,120863629,120896707,33079,0
CKMT2,ENSG00000131730,ENST00000424301,48,66,80529143,80562216,33074,0
SLC26A11,ENSG00000181045,ENST00000361193,51,62,78194229,78227299,33071,0
TF,ENSG00000091513,ENST00000402696,72,83,133464800,133497850,33051,0
GSN,ENSG00000148180,ENST00000373818,75,77,124062071,124095120,33050,0
HEXA,ENSG00000213614,ENST00000268097,75,82,72635775,72668817,33043,0
PHF11,ENSG00000136147,ENST00000378319,33,41,50070097,50103123,33027,0
ENO4,ENSG00000188316,ENST00000409522,23,25,118609023,118642038,33016,0
ELF5,ENSG00000135374,ENST00000312319,51,61,34500343,34533346,33004,0
ZNF398,ENSG00000197024,ENST00000475153,48,56,148844568,148877557,32990,0
BCLAF1,ENSG00000029363,ENST00000531224,50,65,136578001,136610989,32989,0
LSM12,ENSG00000161654,ENST00000591247,33,42,42112003,42144987,32985,0
BPGM,ENSG00000172331,ENST00000393132,32,81,134331583,134364565,32983,0
BPNT1,ENSG00000162813,ENST00000469520,48,60,220230826,220263804,32979,0
SLC35F4,ENSG00000151812,ENST00000339762,36,41,58030640,58063615,32976,0
FAM118A,ENSG00000100376,ENST00000216214,35,58,45704863,45737836,32974,0
CYTH4,ENSG00000100055,ENST00000248901,50,57,37678424,37711382,32959,0
C2orf78,ENSG00000187833,ENST00000409561,46,48,74011316,74044274,32959,0
C9orf91,ENSG00000157693,ENST00000288502,39,55,117373486,117406441,32956,0
PSAT1,ENSG00000135069,ENST00000376588,67,77,80912059,80945009,32951,0
TRHR,ENSG00000174417,ENST00000518632,58,86,110098850,110131796,32947,0
C11orf82,ENSG00000165490,ENST00000533655,30,44,82612769,82645701,32933,0
TAF5L,ENSG00000135801,ENST00000258281,44,74,229728868,229761794,32927,0
TFRC,ENSG00000072274,ENST00000360110,50,59,195776155,195809060,32906,0
FAM3D,ENSG00000198643,ENST00000358781,49,59,58619673,58652575,32903,0
IGBP1,ENSG00000089289,ENST00000342206,32,52,69353299,69386174,32876,0
VAX2,ENSG00000116035,ENST00000234392,17,26,71127720,71160576,32857,0
RARS,ENSG00000113643,ENST00000231572,49,51,167913450,167946304,32855,0
MUT,ENSG00000146085,ENST00000274813,60,72,49398073,49430904,32832,0
PMP22,ENSG00000109099,ENST00000395938,51,76,15133095,15165906,32812,0
ABHD12B,ENSG00000131969,ENST00000337334,46,56,51338878,51371688,32811,0
DGAT2,ENSG00000062282,ENST00000228027,55,70,75479777,75512579,32803,0
DCAF4,ENSG00000119599,ENST00000358377,51,64,73393040,73425829,32790,0
KCNJ10,ENSG00000177807,ENST00000368089,11,78,160007257,160040038,32782,0
ELOVL4,ENSG00000118402,ENST00000369816,49,68,80624529,80657297,32769,0
C8orf87,ENSG00000254318,ENST00000521906,31,38,94146324,94179079,32756,0
C10orf128,ENSG00000204161,ENST00000474718,61,64,50363657,50396404,32748,0
PELP1,ENSG00000141456,ENST00000574876,51,53,4574679,4607424,32746,0
CCDC144NL,ENSG00000205212,ENST00000327925,11,51,20766708,20799453,32746,0
GPR180,ENSG00000152749,ENST00000376958,47,53,95254157,95286899,32743,0
ALDH8A1,ENSG00000118514,ENST00000265605,48,56,135238528,135271260,32733,0
IRS2,ENSG00000185950,ENST00000375856,7,48,110406184,110438915,32732,0
CNPY1,ENSG00000146910,ENST00000321736,23,48,155293827,155326557,32731,0
CYP2C8,ENSG00000138115,ENST00000371270,70,76,96796530,96829254,32725,0
HPGD,ENSG00000164120,ENST00000296522,58,68,175411328,175444049,32722,0
AIMP1,ENSG00000164022,ENST00000394701,52,64,107237664,107270383,32720,0
F9,ENSG00000101981,ENST00000218099,61,63,138612917,138645617,32701,0
MALL,ENSG00000144063,ENST00000272462,10,14,110841447,110874143,32697,0
RECQL,ENSG00000004700,ENST00000444129,38,46,21621845,21654527,32683,0
RBBP6,ENSG00000122257,ENST00000319715,53,55,24551516,24584184,32669,0
SHISA5,ENSG00000164054,ENST00000296444,41,47,48509197,48541864,32668,0
PLXNB2,ENSG00000196576,ENST00000449103,56,59,50713408,50746056,32649,0
TPPP,ENSG00000171368,ENST00000360578,19,28,660883,693510,32628,0
SLC36A2,ENSG00000186335,ENST00000335244,71,82,150694539,150727151,32613,0
ASB11,ENSG00000165192,ENST00000480796,47,51,15301166,15333778,32613,0
RNF149,ENSG00000163162,ENST00000295317,48,56,101892553,101925158,32606,0
DNAAF1,ENSG00000154099,ENST00000378553,75,80,84178922,84211524,32603,0
MFF,ENSG00000168958,ENST00000353339,41,62,228189955,228222549,32595,0
ANP32B,ENSG00000136938,ENST00000339399,29,41,100745643,100778225,32583,0
GTF2H2,ENSG00000145736,ENST00000330280,5,6,70330903,70363477,32575,0
RDH12,ENSG00000139988,ENST00000551171,51,90,68168603,68201169,32567,0
MIER3,ENSG00000155545,ENST00000381213,46,53,56215430,56247952,32523,0
ZNF429,ENSG00000197013,ENST00000358491,23,53,21688366,21720880,32515,0
TMF1,ENSG00000144747,ENST00000398559,49,52,69068978,69101454,32477,0
CLCA2,ENSG00000137975,ENST00000370565,52,61,86889769,86922241,32473,0
CEP55,ENSG00000138180,ENST00000371485,43,57,95256389,95288849,32461,0
VNN1,ENSG00000112299,ENST00000367928,43,57,133002729,133035188,32460,0
NDUFA12,ENSG00000184752,ENST00000327772,68,77,95365109,95397546,32438,0
SUMO1,ENSG00000116030,ENST00000392246,30,41,203070903,203103331,32429,0
PTPN23,ENSG00000076201,ENST00000265562,63,64,47422510,47454931,32422,0
CALCOCO2,ENSG00000136436,ENST00000448105,45,56,46908396,46940815,32420,0
ADPGK,ENSG00000159322,ENST00000311669,48,48,73043710,73076126,32417,0
FAXDC2,ENSG00000170271,ENST00000326080,46,56,154198051,154230466,32416,0
GPC1,ENSG00000063660,ENST00000264039,38,45,241375088,241407493,32406,0
ZNF367,ENSG00000165244,ENST00000375256,34,52,99148223,99180611,32389,0
AS3MT,ENSG00000214435,ENST00000369880,52,59,104629273,104661656,32384,0
SLC38A8,ENSG00000166558,ENST00000299709,53,58,84043389,84075762,32374,0
CD28,ENSG00000178562,ENST00000324106,56,69,204571271,204603635,32365,0
LRRC37B,ENSG00000185158,ENST00000341671,52,60,30348161,30380523,32363,0
VWA5A,ENSG00000110002,ENST00000456829,55,64,123986069,124018428,32360,0
DNAJC2,ENSG00000105821,ENST00000379263,44,47,102952966,102985320,32355,0
PHGDH,ENSG00000092621,ENST00000369409,71,85,120254510,120286838,32329,0
COPB2,ENSG00000184432,ENST00000333188,45,55,139076248,139108574,32327,0
PKM,ENSG00000067225,ENST00000319622,71,83,72491370,72523684,32315,0
HYAL4,ENSG00000106302,ENST00000223026,33,58,123485223,123517532,32310,0
TRAT1,ENSG00000163519,ENST00000295756,38,57,108541545,108573852,32308,0
NDEL1,ENSG00000166579,ENST00000334527,40,51,8339179,8371478,32300,0
VSTM5,ENSG00000214376,ENST00000409977,23,40,93551398,93583697,32300,0
C9orf153,ENSG00000187753,ENST00000376001,24,38,88842226,88874519,32294,0
EDEM1,ENSG00000134109,ENST00000256497,47,53,5229358,5261642,32285,0
PLEK,ENSG00000115956,ENST00000234313,55,68,68592305,68624585,32281,0
TIMELESS,ENSG00000111602,ENST00000553532,69,73,56810907,56843183,32277,0
CRISP1,ENSG00000124812,ENST00000335847,45,54,49801970,49834241,32272,0
CC2D2B,ENSG00000188649,ENST00000410012,31,43,97759869,97792140,32272,0
PATL1,ENSG00000166889,ENST00000300146,38,43,59404189,59436453,32265,0
RP11-1220K2.2,ENSG00000257743,ENST00000550469,24,26,141811549,141843783,32235,0
YWHAG,ENSG00000170027,ENST00000307630,16,63,75956116,75988348,32233,0
TNK2,ENSG00000061938,ENST00000381916,51,57,195590235,195622432,32198,0
SYTL2,ENSG00000137501,ENST00000354566,56,62,85405318,85437511,32194,0
CALU,ENSG00000128595,ENST00000542996,42,55,128379346,128411531,32186,0
ACOX2,ENSG00000168306,ENST00000302819,57,69,58490863,58523046,32184,0
SLC19A3,ENSG00000135917,ENST00000258403,51,75,228550571,228582728,32158,0
DGUOK,ENSG00000114956,ENST00000264093,66,76,74153953,74186088,32136,0
GPSM1,ENSG00000160360,ENST00000440944,36,41,139221932,139254057,32126,0
CFHR5,ENSG00000134389,ENST00000256785,62,68,196946686,196978804,32119,0
LY9,ENSG00000122224,ENST00000263285,63,68,160765948,160798051,32104,0
VWA9,ENSG00000138614,ENST00000420799,50,54,65871485,65903580,32096,0
TMEM30A,ENSG00000112697,ENST00000230461,36,48,75962640,75994684,32045,0
LGI2,ENSG00000153012,ENST00000382114,46,51,25000469,25032501,32033,0
RNF123,ENSG00000164068,ENST00000327697,67,69,49726932,49758960,32029,0
EWSR1,ENSG00000182944,ENST00000414183,57,62,29664305,29696333,32029,0
CANX,ENSG00000127022,ENST00000247461,50,57,179125907,179157926,32020,0
RASSF9,ENSG00000198774,ENST00000361228,42,65,86198331,86230348,32018,0
FAM47E,ENSG00000189157,ENST00000424749,29,27,77172894,77204907,32014,0
CTD-2054N24.2,ENSG00000259363,ENST00000560059,14,21,100347264,100379270,32007,0
TAF1A,ENSG00000143498,ENST00000350027,50,55,222731244,222763220,31977,0
PLA1A,ENSG00000144837,ENST00000273371,53,59,119316689,119348658,31970,0
C12orf5,ENSG00000078237,ENST00000179259,42,60,4430371,4462338,31968,0
LRRC17,ENSG00000128606,ENST00000339431,43,49,102553438,102585396,31959,0
CHRFAM7A,ENSG00000166664,ENST00000299847,15,31,30653796,30685752,31957,0
CPA3,ENSG00000163751,ENST00000296046,47,55,148583043,148614983,31941,0
NARF,ENSG00000141562,ENST00000309794,47,52,80416482,80448413,31932,0
ARG2,ENSG00000081181,ENST00000261783,49,58,68086515,68118437,31923,0
TBX18,ENSG00000112837,ENST00000369663,40,51,85442320,85474237,31918,0
METTL10,ENSG00000203791,ENST00000368836,40,44,126448523,126480439,31917,0
MANEA,ENSG00000172469,ENST00000358812,32,64,96025419,96057333,31915,0
TIPARP,ENSG00000163659,ENST00000461166,53,65,156392634,156424539,31906,0
LACTB2,ENSG00000147592,ENST00000276590,26,40,71549491,71581392,31902,0
ZNF484,ENSG00000127081,ENST00000395506,61,64,95608324,95640218,31895,0
CLCA1,ENSG00000016490,ENST00000234701,57,62,86934051,86965942,31892,0
C3orf52,ENSG00000114529,ENST00000431717,31,39,111805182,111837073,31892,0
SAR1B,ENSG00000152700,ENST00000402673,52,72,133936834,133968678,31845,0
PPP2CA,ENSG00000113575,ENST00000481195,42,56,133530025,133561833,31809,0
